FORMATO,CADENA,SUBCADENA,CIUDAD,ESTADO,REGION,CLUSTER,STORE_COUNT
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Naucalpan de Juarez,Mexico,CENTRO,ORO,1
WM-CEDIS,WALMART,NA,NA,Hidalgo,ND,BRONCE,1
WM-BODEGA AURRERA,WALMART,,Suchiate,Chiapas,SUR,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Villaflores,Chiapas,SUR,,1
SAMS CLUB,SAMS,,Valle de Bravo,Mexico,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Ario,Michoacan,CENTRO,,1
WM-SUPERAMA,WALMART,,Morelia,Michoacan,CENTRO,,1
CH-SUPERCITO,TIENDAS CHEDRAUI,,Cuauthemoc,Distrito Federal,CENTRO,,1
SAMS CLUB,SAMS,,Victoria,Tamaulipas,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,Juarez Tepatepec,Hidalgo,SUR,,1
WM-BOD AURRERA EXPRESS,WALMART,,Albereda,Jalisco,CENTRO,,1
CCF-FRESKO,COMERCIAL CITY FRESKO,,Cuajimalpa de Morelos,Distrito Federal,CENTRO,,1
WM-SUPER CENTER,WALMART,,San Pablo de las Salinas,Mexico,CENTRO,,1
CM-MEGA,COMERCIAL MEXICANA,,San Luis Potosi,San Luis Potosi,NA,,1
WM-BOD AURRERA EXPRESS,WALMART,,Valle Del Carrizal,Nuevo Leon,NORTE,,1
ZORRO,ZORRO,,Coacalco De Berriozabal,Mexico,NA,,1
ZORRO,ZORRO,,NA,DESCONOCIDO,ND,,1
SO-SUPER,SORIANA,,Valle de Bravo,Mexico,CENTRO,,1
SO-EXPRESS,SORIANA,,Cuautitlan Izcalli,Mexico,CENTRO,,1
CCF-CEDIS,COMERCIAL CITY FRESKO,,Azcapotzalco,Distrito Federal,NA,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Isla Mujeres,Quintana Roo,SUR,,1
COSTCO,COSTCO,,Villahermosa,Tabasco,SUR,,1
SO-MERCADOS,SORIANA,,Azcapotzalco,Distrito Federal,CENTRO,,1
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SELECTO,NA,Mexico,CENTRO,BRONCE,1
HEB,HEB,HEB-HEB,Guadalupe,Nuevo Leon,NORTE,DIAMANTE,2
SO-CEDIS,SORIANA,NA,Salinas Victoria,Nuevo Leon,NA,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Tuxpan,Jalisco,CENTRO,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Motozintla,Chiapas,SUR,ORO,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,NA,Morelos,CENTRO,BRONCE,1
ZORRO,ZORRO,NA,La Paz,Mexico,NA,SIN CLUSTER,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,San Jose del Cabo,Morelos,NORTE,BRONCE,1
CL-EXPRESS,CASALEY,CL-EXPRESS,Agua Prieta,Sonora,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Carranza Sur,Michoacan,CENTRO,BRONCE,1
CL-EXPRESS,CASALEY,CL-CASA LEY,Puerto Vallarta,Jalisco,CENTRO,BRONCE,1
WM-SUPERAMA,WALMART,NA,Cuautitlan Izcalli,Mexico,ND,ND,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Puebla,Puebla,SUR,ORO,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Tepeji del Rio de Ocampo,Hidalgo,SUR,ORO,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,San Francisco del Rincon,Guanajuato,NORTE,ORO,1
CH-SUPERCITO,TIENDAS CHEDRAUI,CH-SUPERCITO,NA,Puebla,ND,BRONCE,1
HEB,HEB,HEB-HEB,San Nicolas de los Garza,Nuevo Leon,NORTE,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Canal de la Rosa,Puebla,SUR,BRONCE,1
CL-FIESTA,CASALEY,CL-EXPRESS,Mulege,Baja California Sur,NORTE,BRONCE,1
COSTCO,COSTCO,COSTCO,Chihuahua,Chihuahua,NORTE,DIAMANTE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Ixtlan del Rio,Nayarit,CENTRO,ORO,1
CL-EXPRESS,CASALEY,NA,Torreon,Coahuila,ND,ND,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Ventura,Tamaulipas,NORTE,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Jardines Del Rio,Guanajuato,NORTE,BRONCE,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Guanajuato,Guanajuato,NORTE,ORO,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Salina Cruz,Oaxaca,SUR,ORO,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Mapastepec,Chiapas,SUR,BRONCE,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Misantla,Veracruz,SUR,BRONCE,1
CL-CEDIS,CASALEY,NA,NA,Desconocido,ND,ND,1
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Morelos,NA,NA,1
CASH AND CARRY,ZORRO,,Naucalpan de Juarez,Mexico,NA,,1
SO-HIPERMERCADOS,SORIANA,,Ixtapaluca,Mexico,CENTRO,,1
CL-EXPRESS,CASALEY,,NA,Guerrero,NORTE,,1
SO-MERCADOS,SORIANA,,Ramos Arizpe,Coahuila,NORTE,,1
SAMS CLUB,SAMS,,Tijuana,Baja California,NORTE,,2
SO-SUPER CITY,SORIANA,,Gustavo A. Madero,Distrito Federal,CENTRO,,1
SO-CEDIS,SORIANA,,Tijuana,Baja California,0,,1
WM-MI BODEGA AURRERA,WALMART,,San Fernando,Chiapas,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Banderilla,Veracruz,SUR,,1
CITY CLUB,CITY CLUB,,Puebla,Puebla,SUR,,1
SO-EXPRESS,SORIANA,,Chalchicomula de Sesma,Puebla,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Zinacantepec,Mexico,CENTRO,,1
SO-EXPRESS,SORIANA,,Benito Juarez,Quintana Roo,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Coatzintla,Veracruz,SUR,,1
CH-SUPERCITO,TIENDAS CHEDRAUI,,Xalapa,Veracruz,ND,,1
WM-BODEGA AURRERA,WALMART,,Villaflores,Chiapas,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Empalme Escobedo,Guanajuato,SUR,,1
SO-SUPER,SORIANA,,Hermosillo,Sonora,NORTE,,1
COSTCO,COSTCO,COSTCO,Merida,Yucatan,SUR,BRONCE,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Tijuana,Baja California,NORTE,DIAMANTE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Martinez de la Torre,Veracruz,SUR,DIAMANTE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Bahia de Banderas,Nayarit,CENTRO,ORO,1
CH-SELECTO,TIENDAS CHEDRAUI,CH-CHEDRAUI,San Luis Potosi,San Luis Potosi,NORTE,ORO,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Ixtapaluca,Mexico,CENTRO,DIAMANTE,1
HEB-ECOMMERCE,HEB,HEB-HEB,NA,Queretaro,SUR,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,,Pueblo Nuevo,Guanajuato,SUR,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Gustavo A. Madero,Distrito Federal,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,,NA,Aguascalientes,CENTRO,,1
ZORRO,ZORRO,,Tizayuca,Hidalgo,NA,,1
WM-BOD AURRERA EXPRESS,WALMART,,Los Cantaros Juarez,Nuevo Leon,NORTE,,1
JUSTO,JUSTO,,Monterrey,Nuevo Leon,NA,,1
WM-BODEGA AURRERA,WALMART,,Celaya,Guanajuato,ND,,1
WM-SUPER CENTER,WALMART,,El Marques,Queretaro,SUR,,1
7E-HABITACIONAL AB,7ELEVEN,,NA,Yucatan,ND,,1
WM-MI BODEGA AURRERA,WALMART,,Izamal,Yucatan,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Misantla,Veracruz,SUR,,1
CL-EXPRESS,CASALEY,,Badiraguato,Sinaloa,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,GUADALAJARA,Jalisco,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,,San Cristobal de las Casas,Chiapas,SUR,,2
WM-MI BODEGA AURRERA,WALMART,,Talpa de Allende,Veracruz,SUR,,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Pungarabato,Guerrero,CENTRO,DIAMANTE,1
SO-SUPER,SORIANA,SOR-SUPER,Miguel Hidalgo,Distrito Federal,CENTRO,PLATA,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Zapopan,Jalisco,CENTRO,BRONCE,1
CL-CEDIS,CASALEY,NA,NA,Sinaloa,NA,BRONCE,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Ciudad Madero,Tamaulipas,NORTE,PLATA,1
CL-FIESTA,CASALEY,CL-CASA LEY,Playas de Rosarito,Baja California,NORTE,PLATA,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Tlaquepaque,Jalisco,CENTRO,ORO,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Chapala,Jalisco,CENTRO,ORO,1
CL-FIESTA,CASALEY,CL-CASA LEY,Huatabampo,Sonora,NORTE,BRONCE,1
SAMS CLUB,SAMS,SAM-SAMS,La Piedad,Michoacan,SUR,SAMS,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Atlixco,Puebla,SUR,PLATA,1
CH-SELECTO,TIENDAS CHEDRAUI,CH-CHEDRAUI,Guadalajara,Jalisco,CENTRO,ORO,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Martinez de la Torre,Veracruz,SUR,BRONCE,1
CM-MEGA,COMERCIAL MEXICANA,SOR-HIPER,Iztapalapa,Distrito Federal,ND,ND,1
SAMS CLUB,SAMS,SAM-SAMS,Santa Catarina,Nuevo Leon,NORTE,SAMS,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Poza Rica de Hidalgo,Veracruz,SUR,ORO,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,NA,Baja California Sur,NORTE,ORO,1
SO-CITY CLUB,SORIANA,,Colima,Colima,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Amozoc,Puebla,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Tejupilco,Mexico,CENTRO,,1
WM-ECOMMERCE,WALMART,,Guadalajara,Jalisco,CENTRO,,1
CL-CEDIS,CASALEY,,Culiacan,Sinaloa,ND,,1
COSTCO,COSTCO,,Huixquilucan,Mexico,CENTRO,,1
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,,Ensenada,Baja California,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Huatabampo,Sonora,NORTE,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Cardenas,Tabasco,SUR,,1
SO-CITY CLUB,SORIANA,,Reynosa,Tamaulipas,NORTE,,1
SO-EXPRESS,SORIANA,,Guadalupe Victoria,Durango,NORTE,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Iztapalapa,Distrito Federal,CENTRO,,2
SO-HIPERMERCADOS,SORIANA,,Cuautitlan Izcalli,Distrito Federal,0,,1
SO-EXPRESS,SORIANA,,Ixtlan del Rio,Nayarit,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,San Felipe del Progreso,Mexico,CENTRO,,1
CL-FIESTA,CASALEY,,Playas de Rosarito,Baja California,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,Salinas Victoria,Nuevo Leon,NORTE,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Nogales,Veracruz,SUR,,1
CH-DARK STORE,TIENDAS CHEDRAUI,NA,NA,Mexico,NA,NA,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Tequisquiapan,Queretaro,SUR,PLATA,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Castanos,Coahuila,NORTE,BRONCE,1
FU-MAYOREOS,FUTURAMA,FUT-AL SUPER,Chihuahua,Chihuahua,NORTE,BRONCE,3
7E-7ELEVEN,7ELEVEN,NA,Guadalajara,Jalisco,NA,BRONCE,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Ahome,Sinaloa,NORTE,ORO,1
CH-CEDIS,TIENDAS CHEDRAUI,,Benito Juarez,Quintana Roo,NA,,1
SAMS CLUB,SAMS,,Oaxaca de Juarez,Oaxaca,SUR,,1
CL-FIESTA,CASALEY,,San Jose del Cabo,Baja California Sur,NORTE,,1
SAMS CLUB,SAMS,,San Juan del Rio,Queretaro,SUR,,1
WM-SUPER CENTER,WALMART,,Zamora,Michoacan,CENTRO,,1
CH-SUPERCITO,TIENDAS CHEDRAUI,,Xochimilco,Distrito Federal,CENTRO,,1
HEB,HEB,,Piedras Negras,Coahuila,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,NA,Coahuila,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,Apaseo el Grande,Guanajuato,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Tizimin,Yucatan,SUR,,1
WM-BODEGA AURRERA,WALMART,,Paraiso,Tabasco,SUR,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Acapulco de Juarez,Guerrero,SUR,,1
ZORRO,ZORRO,,Guadalajara,Jalisco,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Cholula Mbau,Puebla,SUR,,1
SO-MERCADOS,SORIANA,,Tizayuca,Hidalgo,SUR,,1
FU-ALSUPER DIFERENCIADO,FUTURAMA,FUT-AL SUPER,Chihuahua,Chihuahua,NORTE,ORO,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Acapulco de Juarez,Guerrero,SUR,BRONCE,1
SO-HIPERMERCADOS,SORIANA,SOR-MEGA,Benito Juarez,Quintana Roo,SUR,ORO,1
SO-SUPER,SORIANA,SOR-HIPER,Colima,Colima,CENTRO,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Oaxaca de Juarez,Oaxaca,SUR,BRONCE,1
CITY CLUB,CITY CLUB,NA,Colima,Colima,ND,BRONCE,1
SO-HIPERMERCADOS,SORIANA,SOR-MEGA,Solidaridad,Quintana Roo,SUR,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,El Grullo,Jalisco,CENTRO,PLATA,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Jiquilpan,Michoacan,CENTRO,PLATA,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Irapuato,Guanajuato,SUR,BRONCE,1
COSTCO,COSTCO,COSTCO,Morelia,Michoacan,CENTRO,DIAMANTE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Roma Santa Maria,Nuevo Leon,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Torreon,Coahuila,NORTE,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Othon P. Blanco,Quintana Roo,SUR,DIAMANTE,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Coyoacan,Distrito Federal,CENTRO,PLATA,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Las Minas Chavarria,Hidalgo,SUR,BRONCE,1
SO-HIPERMERCADOS,SORIANA,SOR-MEGA,Cancun,Quintana Roo,SUR,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Cajeme,Sonora,NORTE,ORO,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CEDIS,Xalapa,Veracruz,SUR,BRONCE,1
CL-EXPRESS,CASALEY,CL-EXPRESS,Badiraguato,Sinaloa,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Altotonga,Veracruz,SUR,PLATA,1
CL-EXPRESS,CASALEY,CL-EXPRESS,Bahia de Banderas,Nayarit,CENTRO,BRONCE,1
OXXO,OXXO,OXXO,Monterrey Centro,Nuevo Leon,NA,SIN CLUSTER,1
CALIMAX,CALIMAX,NA,Tijuana,Baja California,ND,ND,1
CALIMAX,CALIMAX,NA,Ensenada,Sonora,ND,ND,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Guadalupe,Zacatecas,NORTE,PLATA,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Apaseo el Grande,Guanajuato,SUR,BRONCE,1
CH-SELECTO,TIENDAS CHEDRAUI,CH-SELECTO,San Andres Cholula,Puebla,SUR,DIAMANTE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Alamo,Jalisco,CENTRO,BRONCE,1
SO-SUPER CITY,SORIANA,NA,Chalco,Mexico,ND,ND,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Ojinaga,Chihuahua,NORTE,BRONCE,1
HEB,HEB,HEB-HEB,Nuevo Laredo,Tamaulipas,NORTE,DIAMANTE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Camino A Calera,Hidalgo,SUR,PLATA,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Huixquilucan,Mexico,CENTRO,BRONCE,1
7E-PEATONAL,7ELEVEN,NA,NA,Coahuila,NA,BRONCE,1
SO-SUPER,SORIANA,SOR-SUPER,Gral. Escobedo,Nuevo Leon,NORTE,BRONCE,1
WM-SUPER CENTER,WALMART,NA,Tijuana,Baja California,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Las Rosas,Chiapas,SUR,PLATA,1
SAMS CLUB,SAMS,SAM-SAMS,Lazaro Cardenas,Michoacan,CENTRO,SAMS,1
CITY CLUB,CITY CLUB,,Monclova,Coahuila,NORTE,,1
OXXO,OXXO,,Guadalajara Altos,Jalisco,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Mineral del Monte,Hidalgo,SUR,,1
HEB-MI TIENDA,HEB,,El Carmen,Nuevo Leon,NORTE,,1
WM-BODEGA AURRERA,WALMART,,Tuxpan,Veracruz,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Zacualtipan de Angeles,Hidalgo,SUR,,1
CITY CLUB,CITY CLUB,,Saltillo,Coahuila,NORTE,,1
WM-BODEGA AURRERA,WALMART,,Iztapalapa,Distrito Federal,ND,,1
WM-CEDIS,WALMART,,Culiacan,Sinaloa,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Cerralvo,Nuevo Leon,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,,Vinedos Del Sur,Aguascalientes,NORTE,,1
SO-MERCADOS,SORIANA,,Cd Benito Juarez,Nuevo Leon,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,Pedro Escobedo,Queretaro,SUR,,1
SO-HIPERMERCADOS,SORIANA,,Huamantla,Tabasco,SUR,,1
7E-CENTRO,7ELEVEN,,NA,Desconocido,NA,,1
SO-CITY CLUB,SORIANA,,Ixtapaluca,Mexico,0,,1
CCF-LA COMER,COMERCIAL CITY FRESKO,,Ciudad de Mexico,Distrito Federal,CENTRO,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Tlajomulco de Zuniga,Jalisco,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Ciudad Ixtepec,Oaxaca,SUR,,1
FU-CEDIS,FUTURAMA,,Gomez Palacio,Durango,NORTE,,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Manzanillo,Colima,CENTRO,PLATA,1
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,Gustavo A. Madero,Distrito Federal,ND,ND,1
CL-EXPRESS,CASALEY,CL-EXPRESS,Loreto,Baja California Sur,NORTE,BRONCE,1
WM-SUPERAMA,WALMART,WM-WM EXPRESS,Aguascalientes,Aguascalientes,NORTE,PLATA,2
SO-EXPRESS,SORIANA,SOR-EXPRESS,Sayula,Jalisco,CENTRO,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Soto La Marina,Tamaulipas,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Aguascalientes,Aguascalientes,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Aldama,Chihuahua,NORTE,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Cielo Nuevo,Quintana Roo,SUR,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Tlaquiltenango,Morelos,SUR,ORO,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Cuernavaca,Morelos,SUR,ORO,1
HEB-CEDIS,HEB,HEB-HEB,Gral. Escobedo,Nuevo Leon,NORTE,BRONCE,1
ZORRO,ZORRO,NA,Leon,Guanajuato,NA,SIN CLUSTER,1
WM-CEDIS,WALMART,WM-CEDIS,Juarez,Chihuahua,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Molina Enriquez,Mexico,CENTRO,PLATA,1
CH-SELECTO,TIENDAS CHEDRAUI,CH-SELECTO,Merida,Yucatan,SUR,ORO,1
CALIMAX,CALIMAX,CAL-AL PRECIO,Playas de Rosarito,Baja California,NORTE,BRONCE,1
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-CHEDRAUI,NA,Mexico,CENTRO,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Alto Refugio,Puebla,SUR,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,El Mante,Tamaulipas,NORTE,ORO,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Almoloya de Juarez,Mexico,CENTRO,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Otumba,Mexico,CENTRO,ORO,1
CH-SUPERCHE,TIENDAS CHEDRAUI,NA,QUERETARO,Queretaro,SUR,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Cuajimalpa de Morelos,Distrito Federal,CENTRO,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Apaseo El Alto,Guanajuato,SUR,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Temascalcingo,Mexico,CENTRO,ORO,1
SO-HIPERMERCADOS,SORIANA,NA,NA,Nuevo Leon,ND,ND,1
SO-CITY CLUB,SORIANA,NA,Hermosillo,Sonora,NORTE,BRONCE,1
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,NA,Puebla,CENTRO,BRONCE,1
CL-EXPRESS,CASALEY,CL-EXPRESS,San Ignacio,Sinaloa,NORTE,BRONCE,1
ZORRO,ZORRO,NA,NA,Desconocido,ND,ND,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Huimanguillo,Tabasco,SUR,PLATA,1
WM-MI BODEGA AURRERA,WALMART,,Alamos Centro,Sonora,NORTE,,1
SO-SUPER,SORIANA,,San Agustin,Jalisco,CENTRO,,1
CL-EXPRESS,CASALEY,,Caborca,Sonora,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,Tulum,Quintana Roo,SUR,,1
OXXO,OXXO,,Temascalapa,Mexico,ND,,1
SO-ECOMMERCE,SORIANA,,NA,Desconocido,0,,1
SO-EXPRESS,SORIANA,,Iztapalapa,Distrito Federal,CENTRO,,2
WM-BOD AURRERA EXPRESS,WALMART,,SALAMANCA,Guanajuato,NORTE,,1
SO-EXPRESS,SORIANA,,Tonala,Chiapas,SUR,,1
CM-BODEGA,COMERCIAL MEXICANA,,Zumpango,Mexico,NA,,1
SO-MERCADOS,SORIANA,,Garcia,Nuevo Leon,0,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,NA,Yucatan,SUR,,2
WM-SUPER CENTER,WALMART,,NA,Nuevo Leon,NORTE,,1
CL-EXPRESS,CASALEY,,Ciudad De Los Mochis,Sinaloa,NORTE,,1
7E-PLAZA COMERCIAL,7ELEVEN,,NA,Baja California,NA,,1
COSTCO,COSTCO,,Gustavo A. Madero,Distrito Federal,CENTRO,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,San Martin Texmelucan,Puebla,SUR,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Matamoros,Tamaulipas,NORTE,,2
WM-SUPER CENTER,WALMART,,Playas de Rosarito,Baja California,NORTE,,1
WM-MEDIMART,WALMART,,Iztapalapa,Distrito Federal,ND,,1
WM-BODEGA AURRERA,WALMART,,San Juan de los Lagos,Jalisco,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,,CUAUTITLAN,Mexico,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Carranza Sur,Michoacan,CENTRO,,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Boca del Rio,Veracruz,SUR,DIAMANTE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Tijuana,Baja California,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Talpa de Allende,Jalisco,CENTRO,BRONCE,1
CITY CLUB,CITY CLUB,NA,NA,Sinaloa,ND,ND,1
CM-CEDIS,COMERCIAL MEXICANA,CF-COMERCIAL MEXICANA,Azcapotzalco,Distrito Federal,NORTE,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,,NA,Michoacan,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Talpa de Allende,Jalisco,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,,Villas Buenavista,Nuevo Leon,NORTE,,1
FU-ALSUPER,FUTURAMA,,NA,Zacatecas,NORTE,,1
SO-CITY CLUB,SORIANA,,Gomez Palacio,Durango,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,San Luis Acatlan,Guerrero,SUR,,1
COSTCO,COSTCO,,Metepec,Mexico,CENTRO,,1
CL-EXPRESS,CASALEY,,Huatabampo,Sonora,NORTE,,1
WM-BODEGA AURRERA,WALMART,,Jacona,Michoacan,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Tepeaca,Puebla,SUR,,1
CITY CLUB,CITY CLUB,,Tapachula,Chiapas,NORTE,,1
SO-EXPRESS,SORIANA,,Macultepec,Tabasco,SUR,,1
SAMS CLUB,SAMS,SAM-SAMS,Ahome,Sinaloa,NORTE,SAMS,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Cerralvo,Nuevo Leon,NORTE,PLATA,1
SAMS CLUB,SAMS,SAM-SAMS,Irapuato,Guanajuato,SUR,SAMS,1
CH-DARK STORE,TIENDAS CHEDRAUI,NA,NA,Distrito Federal,ND,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Cuautla,Morelos,SUR,PLATA,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Naucalpan de Juarez,Mexico,CENTRO,ORO,1
CL-FIESTA,CASALEY,CL-CASA LEY,Gomez Palacio,Durango,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Ecatepec de Morelos,Mexico,CENTRO,PLATA,1
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-SUPERCHE,Emiliano Zapata,Tabasco,SUR,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Villa Hidalgo,Jalisco,NORTE,ORO,1
